โอ๊ยยย แบค เธอเป็นคนแบบนี้ตั้งแต่เมื่อไหร่!!! เป็นชุ้นก็ยอมให้ปล้ำใหม่เหมือนกัน 5555 #เพื่อนพี่ชายโหดหื่น https://t.co/hKIdrmdsj3,8
มึงบอกชีวิตประจำวันของมึงก่อนเจอกู 5555 โอเคทำไปเลย ต่อไปก็จะไม่มีกูอีกแล้วว,8
กูนึกว่าพวกมึงจะเลิกกัน กูอุตส่สห์ดีใจมากกว่าถูกลอตเตอรี่อีก แต่พวกมึงก็ยังไม่เลิก...เห็นใจคนแอบชอบอย่างกูหน่อย #แอบชอบคนมีแฟน,1
มึงมันโง่ 😭,4
อีเด๋อ ใจเยง ขำ อีผี๊ 3ล้านกว่าคนนี่ผีหรอ ละที่เมล่อนมันอวยวงกูอะ มึงไม่ได้ดูหรอ 555555555555555555555555555555,7
@pieawzaba ไรมึง,7
ที่จริง... ไม่มีมึงก็อยู่ได้ว่ะ😶,8
@ImSUGA__ มึงต้องลิสรายชื่อไว้แล้วละมันเป็นปัญหาโลกแตกมากๆๆ,7
คือถ้ามึงโกนหนวด โกนทุกอย่างมันจะดีมาก -_- ลุคแพงๆมึงก็โอเค แต่ผัวมึงโอเคกว่า ขอผัวได้ไหม #ฟลุ๊คกระล่อน,8
ดูแม่งทีไรก็เงี่ยนควยทุกที น่าจับเยดแนวข่มขืนเลยมึง https://t.co/ZN5PGn0ofj,1
@W_timer มีเมียแล้วมึง,8
กูต้องรู้ให้ได้ ว่ามึงคือใครรร,7
@FlukeSanickgiii วันเกิดมึงกูจะเท,7
เหมือนพวกขี้อิจฉา วงกูจะต้องเด่นต้องดังให้ได้กว่าวงมึงซักอย่างละ เหอะ!!!😒😒😒😒😒 น่ารำคาญ,4
"ถ้าหากเธอรู้ ว่าฉันต้องพยายามเท่าไร
แต่สิ่งที่ฉัน ต้องเจอนั้นยังห่างไกล",2
@herinfortyler หิวข้าวอะ ไม่ต้องถามว่ากินเธอรึเปล่านะ ไม่กิน,5
ฉันยังคุยกับเธอได้ไหม,7
"ฉันรักเธอจริงๆนะ
แต่ฉันไม่อยากจะแกล้งเป็น
ในสิ่งที่ฉันไม่ได้เป็นอีกต่อไปแล้ว

- อาละดิน (Aladdin)",8
"""ผมรักเธอและอยากนอนกับเธอ ความปรารถนานี้ช่างปั่นป่วน กระทั่งสร้อยคอเส้นเดียวผมก็จะไม่ให้เหลืออยู่บนตัวเธอ""",7
@JibbyP13 @i_uppum ทีสินแอสซิสนะเธอว์ เธอไม่ได้หมี่ แต่ทีสินน่าจะได้รางวัล😉,7
ชอบที่เธอยิ้ม ชอบที่เธอคิ๊สสส,1
รออยู่ไม่ไปไหน แต่ติดที่เธอจะไปแล้วไม่กลับมา,7
เธอมีค่าแค่ทุเรียนทอดเองว่ะ,5
อยากกอดเธอไว้ ให้ใกล้กับหัวใจ จะเป็นไปได้มั้ย #ง่วงเลยเพ้อ5555,7
@N_HwaniE ฉันเคยได้,7
วันที่7มีสอบ โอเค ฉันไม่ไปก็ได้อ่ะ ถ้าจะทำกันอย่างงงงงงงงงงงงี้ https://t.co/uwHknLkY3S,8
ฉันนั่งซับน้ำตาอยู่ที่ปลายเตียง #รีล่า ประยุทททททททททททสงบไปแล้วโว้ยยยปตต.ยังติดลบได้คิดดู๊ววววววว,2
"ชิมาดะ ฮารุกะ ""ฉันตั้งใจจะประกาศจบการศึกษาเมื่อปีที่แล้ว แต่บรรดารุ่นน้องก็ทำให้ฉันคิดได้ว่ามันยังเร็วไป"" https://t.co/3Q6FNCzuAI",3
@geepizha_ ฉันหิวน่ะ 555555,1
นอนทั้งวันแต่ฉันว่ามันไม่พอ555,1
และฉันจะฝืนฝืนหัวใจตัวเองได้ไหม~,7
ยินดีที่ในวันนั้นฉันได้รู้ตัว😊💙,1
ขอฉันมีความสุขแบบเงียบๆบนพื้นที่ของฉันตรงนี้เถิดดด,7
"เธอคงจะเจอคนใหม่ที่ดีกว่าฉัน
แล้วซักวัน เธอก็คงลืมเรื่องของเรา 💔

#แคปชั่นเด็ด #แคปชั่นคนโสด
#แคปชั่นความรัก #แคปชั่นอ่อย 
#คําคมโดนๆ",7
ฉันหยุดแล้ว แล้วเธอหยุดได้มั้ย,7
@Mantiss45 เธอก็ด้วยน้า~ *น้วยกลับ*,1
เมื่อมักเน่ไลน์เจอผู้หญิงที่ชอบ จะร้องเพลงให้เธอฟังดีมั้ยนะ? https://t.co/c6myVCo11R,7
จะฉุดจะรั้งและดึงเธอไว้ ก็คงไม่อยู่.,8
"ช่างโชคดีที่เจอ ได้ตกหลุมรักเธอ
ได้มีเธอ เคียงข้างกัน.. 🎶❤👭 29♡ https://t.co/s2zTftRHqm",1
อย่ามองมาได้ไหม🎶 ถ้าเธอไม่แคร์ https://t.co/qjgDg72xQO,2
"กิริยาน่าชม เหมาะสมในท่วงที 
สิ่งเหล่านี้ล้วนมีอยู่ในเธอ

#MissUniverse #Thailand https://t.co/ZAGWke8V2u",8
เธออ ฉันนั่งแท็กซี่กลับได้มั้ย ไม่ไหวแล้วนะ,7
เธอกลับเอาคำนั้นทิ่มแทงหัวใจ,2
"จะชัดจะเบลอ ก็ยังเป็นเธออยู่ดี 😽🐶😊
#แคปชั่นอ่อย #แคปชั่นเสี่ยว #แคปชั่นกวนตีน #แคปชั่นเด็ด #มุขเสี่ยวเกี้ยวสาว… https://t.co/seXsafZMcQ",1
"A:ตั้งแต่คบกันมารู้สึกไม่ดีเลยอ่ะ
B:ทำไมอ่ะ
A:เพราะความรู้สึกดีๆให้เธอหมดแล้วไง
#แคปชั่นเสี่ยว #แคปชั่นจังไร #แคปชั่นอ่อย #มนต์รักสิบหมื่นน",1
คุณเขาควรคุยกับตัวเองก่อน5555555 เป็นไรมากป่าวเธอ😂,1
ฉันชอบความรู้สึกที่มีแต่เธอที่ทำให้ฉันรู้สึก .,1
ก็เรื่องของพวกคุณสิคะ ฉันรักของฉัน ฮิ้ว,7
ฃหลอกหลอนฉันหนักมาก55555555 #estซ่าซี้ดสุดขั้วกับGOT7 https://t.co/yCDvjBDjwW,1
เคยสงสัยอะไรบ้างไหม อะไรที่ฉันเปลี่ยนไป สายตา ท่าที จากวันแรกที่รู้จัก จนวันนี้,7
ที่เคยพูดไว้ จะรักฉันนานๆ นานเท่าไรจะรักไม่มีเบื่อ.. https://t.co/HHyHCyGYOM,7
ฉันควรเปลี่ยนชื่อฟิคเพิ่ม or CHANNO ด้วยเลยแม้ะรู้สึกบาปต่อพี่แฮช..,8
มึงไม่ได้พูดตรง มึงปากหมา,4
ห้องมึงเสียงเบามากสินะ เหอๆ,5
@far_chananchida ลอตูแส...ในใจมึงก็หวัง,7
ทำให้กูคิดเข้าข้างตัวเองอีกละ มึงแม่งแย่อ่าาา,7
ก็นุเป็นแฟนคลับอซ ไม่ให้นุอวยอซแล้วจะให้ไปอวยครายยยยย มึงรำคาญก็เป็นปัญหาของมึงมั้ยที่ต้องเอาสายตาไปห่างๆ จากโลกนี้ 5555555555555555555555,7
มึงโกรธเองมึงก็ต้องหายเอง,4
@159753Pop   ให้แม่มึงกิน5555,1
พอกูจริงจังมึงเสือกจิ๊จ๊ะ#รีวิวคนคุยเก่า,1
มึงรอมันเลิกติวเนี่ยนะ ร้อนก้ร้อน หน้ามึงแดงขนาดนั้น มึงคงเจ็บหัวอยุ่อ่ะ แต่ก้ยังทนรอมันอยุ่ จ้าาาา กูซึ้ง ทำเหมือนที่ทำกับกูเลยเนาะ,7
กูช่วยอะไรไม่ได้ แต่กูฟังมึงได้.  เชรดดดดด,6
@Junyjunes มันมีรอบกี่โมง ยะ มันเข้าละหรอ มึงเรียนกี่โมง,7
"🐻 : นี่เราท้องหรอเนี่ย?
😒 : ป่าว มึงอ้วน
เวอร์ชั่นวีแบร์แบร์
#webarebear #ทาสวีแบร์แบร์ https://t.co/BhHHbq8Zt0",7
"‘ความชอบของมึงไม่ใช่เรื่องไร้สาระ’
/เป็นประโยคที่ดูใส่ใจ เชื่อใจ ภูมิใจ ได้ยินแล้วรู้สึกชื่นใจจัง
#คั่นกู",7
แต่กูเฉยๆอะ จะใส่อะไรก็เรื่องของมึงเหอะ อย่าซี,7
อนหต มึงแม่งดูเหมือนเป็นโรคประสาท แต่จริงๆก็แค่คนคิดไม่ได้คนนึง หตจริงๆ,4
ห่างจากใจเธอออกไปเป็นไมล์,2
"ถ้าเธอจะต้องขอ เธอไม่มีวันรู้...
ถ้าเธอรู้...เธอก็เพียงแค่ต้องขอ...
#คริสยอลชิปเปอร์และถิ่นที่อยู่ https://t.co/BnV0Ea3hTz",7
รักคนที่เขานั้นรักเราและเธอจะไม่ต้องเสียใจแบบฉัน,2
เธอกลับเอาถ้อยคำทำร้ายใจ,2
@YUNZ95_ โทษนะเธอเราเมาช่วงนี้,8
อยากจะยิ้มให้กับเธอเหมือนเดิมแม้ว่าเธอไม่รู้เลยว่ามันมีความหมายยังใง #ถ้าเธอไม่รู้,7
เธอโชคร้ายมากพวกที่ไม่ค่อยจะมาแม่งมาหมดเลย,6
แต่เจ็บที่ใจมันยังรักเธอทั้งที่ต้องจาก,2
"อยากเป็นแว่นตาไห้เธอใส่ 😳🤓
ถึงไม่อยู่ในใจแต่อยู่ใน""สายตา""🤓😛

#แคปชั่นเสี่ยว #มุขเสี่ยวคนโสด",1
อยากที่ใครจะห้ามใจ เธอเล่นหยุดโลกเอาไว้ทั้งใบ💓,1
@Nujayj รักสุดๆก็เธอเนี่ยแหละ รักพี่เจนะครับ,1
ฉันเพิ่งได้โบนัส 35 เหรียญเนื่องจากฉันได้อันดับที่ ที่4 ในกระดานผู้นำของ Swarm @swarmapp,7
"ฉันไม่ร้องไห้หรอกนะ 
ฉันขายท่อน้ำตาให้ธนาคารอวัยวะเพื่อเงิน
ไปตั้งแต่สองปีก่อนแล้วย่ะ
 #สาวแกร่ง #คำคมภาษาอังกฤษ… https://t.co/dnrprl02Ld",7
@wawa_once ฮือออออ..  พี่ยังทำใจรับเรื่องนี่ไม่ค่อยเก่ง เค้าเทไปตามวงอื่นง่าย ๆ แบบนี้เลยเหรอ 😭 ในขณะที่ฉันรักเเทบตายยยยย 😭,7
จูมินน่ารักกกกกกก ผช.บ้าอะไรวะเนี่ย 555555555555 ฉันอยากแต่งงานกับเขาค่ะ ทำไมเขาต้องไม่มีตัวตนจริงๆ ด้วย 😂… https://t.co/NQXcR6ACtU,4
ฉันอยู่เดียวดาย https://t.co/jN4CiNL09s,2
เทอบอกให้รอ...ฉันก็รอ...ทั้งๆที่ไม่รู้ว่าที่สุดของการรอ จะมีเทอมั้ย 😔ใจมันบอกให้รอ 🙁#แคปชั่นเด็ด #แคปชั่นอ่อย #แคปชั่นเสี่ยว,7
ถึงเวลานอนฉันแล้ว,1
"🌸ฉัน เป็น คน บ้า ที่ "" น่า รัก ""                             🌻เทอ ยัง จะ รัก❤️ฉัน มั๊ย...?!?!😜😝#ห้ามขำเค้านะ😂😂😂555… https://t.co/Nb2ejs1Fvc",7
"'นี่...คือไม่ได้ตั้งใจจะมองใครนะพูดจริง คือ..' 
'ไม่ต้องพูดๆ เดี๋ยวมึงลงไปเคลียร์กะกูข้างล่าง อู๋ฝาน' 
#krislay… https://t.co/VWY1mrQlb3",4
เวรเอ้ย ฝรั่งห้องข้างๆมึงไม่เคยมีประตูรึยังไง เปิดเข้าเปิดออกเสียงดังหนวกหู ค๊วยยยย,4
จำใว้ยีน ไครมายืมเงินมึง มึงไม่ต้องให้มันยืม #กูพยายามบอกตัวเองทุกวัน,4
คิดถึงเค้าหรอ..ไปส่องTwitter เค้าสิ จะได้ไม่คิดถึงเค้าอีก เพราะเค้าเพ้อถึงคนอื่น ไม่มีมึงเลยซักนิด #อีเหี้ย,7
"เคยตามคนๆนึงมากๆไหม ? 
แล้วถามกลับกันดู มันเคยคิดจะหยุดรอมึงรึเปล่า ?",7
โคตรสกปรก แบบ...มึงก็ชอบอะไรต่ำๆเนอะ,5
"[IG]  w_n_r00: ไม่ว่านายจะขอให้ฉันเปิดยังไง ฉันก็ไม่เปิดหรอก 😛  
ในวีดีโอพูดว่า : ฉันไม่เปิดให้นายหรอก cr. the94sky https://t.co/395aNMboss",7
"ตอนที่ทั้ง4คน แข่งกัน
ซิ่มหมิน: ฉันไม่เล่นละ
ทุกคน: 55555555555555
พี่หมินกลั้นขำไม่ไหวเลยยอมแพ้ไป

สรุปพิชานกับนุ้งฮุนชนะเกมส์นี้ค่ะ😆",8
@taeyongsudtx ล้อเล่นนะ แค่เห็นเธอใจฉันก็สั่นระรัว,1
ครั้งหนึ่งฉันเองก็เคยออกตามหา แต่ว่ามันก็ต้องผิดหวัง เมื่อปลายทางของฉันนั้นว่างเปล่า #ยืมเมจ,7
ฉันเชื่อว่า มิว นิษฐา จะได้ฐาน ฟค.เพิ่มขึ้น จากการอ่าน #USYuri เพราะติดอิมเมจของพี่หมอแพมคนสวยของตัวเล็กอย่างรัก ขอ… https://t.co/zAPNihkNLB,7
"[the GazettE - Hanakotoba]
เธอสัมผัสอย่างอ่อนโยนเหมือนทุกครา
คอยให้น้ำในวันที่แล้งฝน ให้ฉันมีชีวิตอย่างเข้มแข็ง",7
@JinAkanishibot ถึงฉันจะดำแต่ฉันก็ได้เป็นถึงเมียจิน อาคานิชิเลยนะ,8
คนหน้าร้าย ๆ อย่างฉัน😌,4
นี่หยุดโดตตั้งแต่15แล้ว โต้คลื่นกันไหม? ฉันมีกระดาน https://t.co/KLpExm2mue,2
เธอคงไม่เคยได้รู้ว่าฉันเฝ้ามองเธออยู่,7
ฉันยังไม่หายติดถึงเขาเลย,7
เด็กดรีมโตช้าหลอวะ ไม่นะ ฉันก็ว่าน้องโตเร็วแล้ว แต่พอไปมองเด็กผู้ชายคนอื่น โอโห ลูกเลานี่เด็กอนุบาลใช่ม้าย 😢,3
นี่ไม่ได้อยากเก็บค่าส่งเพิ่มเลยนะ แต่แบบฉันขายบั้มให้ถูกแล้ว แล้วค่าส่งมันเกินที่ตั้งไว้อะ เลยต้องเก็บเพิ่ม วอนอย่าด่าเยอะ เก็บไปแล้ว,7
"ตอนนั้นที่ออกมาก็เพราะมั่นใจ...เธอ
เหมือนกับตอนนี้อ่ะที่จะกลับไปก็เพราะมั่นใจ..ตัวเอง",7
"ให้มันมีเเค่ The Mask Singer เท่านั้นเเหละที่เราต้องทายว่าใคร
อย่าเอาหน้ากากปกปิดหัวใจ ให้เราทายเธอเลย...มันเหนื่อย

#ยืมเมจ  #ยืมเมจforsex",7
ชอบบอกว่าเราคิดมาก ก็แหง่แหละ เธอไม่ได้คิดอะไรเลยนิ,2
รู้ว่าเธอ อยู่ไกลอยู่สูงขนาดไหน,8
@mingyu97_bot อย่ามาเสียเวลา ร้องขออะไรที่เธอไม่มีวันได้คืนนน~,7
อย่ามองตาได้มั้ยถ้าเธอไม่แคร์,2
ฉันมันผิดเอง หมดเลยหมดใจไปรักเธอ พร้อมกันที่เธอรู้แล้วว่าฉันยังไม่ใช่.,2
@inkhatesyou เค้าก็จน จนวันนี้ยังรักเพียงเธอ,7
@kimjungni เธอๆ นี่เลายังไม่ได้สั่ง วดล. เลย 55555,1
แต่ใจของเธอไม่กลับคืนมา.,7
"A : แอบมอง หรือจ้องดูแลระยะไกล
B : แอบแกล้งเพราะอยากชิด
AB : ได้แอบมองเธอข้างเดียวอยู่ที่มุมนี้
O : พูดคุย ตีสนิท เป็นเพื่อนก็ยังดี",7
"คนรักมาอยู่ตรงหน้า

A มองอย่างมีความหวัง☺
B เข้ามาใกล้ๆก็ใจละลาย
O อยากดึงเธอเข้ามากอด
AB อยากให้เธอมาอยู่ข้างกัน",7
ที่เธอเห็นแค่ฝุ่นมันเข้าตา ชั้นไม่ได้ร้องไห้ 😭😭😭 #estซ่าซี้ดสุดขั้วกับGOT7,2
สิ่งที่เธอขาดนั้น ฉันแทนไม่ได้,8
@pine_ts คิดว่าชั้นจะปล่อยให้เธอทำงั้นเรอะ!!! แฟฟฟฟฟฟฟฟ่!!!!! https://t.co/umgzb8zlsR,7
"คบกับเราไม่ต้องกลัวโดนเท เพราะถ้าเธอไม่เกเรเราก็จะไม่เทเธอหรอก.. 😏
#มุขเสี่ยวเกี้ยวสาว #มุขเสี่ยว #แคปชั่นเด็ด #แคปชั่นกวนตีน #แคปชั่น",7
'ผมเองมีความปรารถนาซื่อๆ  ที่อยากจะจูงมือกับเธอเช่นกัน แต่แน่นอนว่าไม่สามารถพูดออกมาได้จากปาก',7
เธอคงไม่เคยได้รู้และไม่มีฉันในสายตา,2
รักเธอน้ำตาล #MissUniverse #Thailand,1
"ซึลกิ:มุมด้านหน้าของเธอ(ไอรีน)นั้นสวย ด้านข้างก็สวย แม้แต่ด้านหลังยังสวยเลยค่ะ
ที่ซึลกิพูดมาคือจริงมาก 👏🏻
(baejuhye… https://t.co/e0VG8fOVfu",7
"•
เธออาจเป็นแรงบันดาลใจ
ให้เด็กคนนี้มีฝันที่ยิ่งใหญ่
proud of you 'Chalita'
•
#missuniverse #thailand… https://t.co/f8uWMJXvfC",8
@dy0201plzx มากกว่าฟามรักก้อชีวิตฉันจะเอาไหม,7
แปลว่าคืนนี้ฉันต้องจัดการสรุปธีสิสให้เสร็จ อ่านสอบพฤหัสอีก ต้องเคลียร์ตัวเองเพื่อพรุ่งนี้จะได้มีเวลาทำงานเหรอ อห /กุจะร้อง,7
ฉันติดฟิค 555,1
อยู่ดีๆเจอเจนนี่กะลิซ่าเฉย 5555555555 ฉันกำลังเดินโง่ๆอยู่คนเดียว,1
"สิ้นหวังแล้วชีวิตฉัน โคตรเบื่ออออ

เหนื่อยสุด...",7
มึงเคยรู้สึกว่าเค้าก็มีเรา แต่เค้าก็เพ้อถึงคนอื่นตลอดที่ไม่ใช่เราปะ,2
"ตอนมีคนมายุ่งกับแฟน
A : ทำให้แฟนหึงบ้าง
B : อยากจะชกคนนั้นสักที
O : หึงหวงสุดๆแต่ทำเฉย 
AB : มึงมายุ่งกับแฟนกูทำไม",4
@Cherrylismm 55555แต่กูสู้มึงไม่ได้หรอก คิคิ,7
"ถ่ายมุมต่ำนี่ต้องแหงนหน้าเอ้ยยแหงนกล้องไปเจออะไรบ้างนอกจากความหล่อกับ...😳 หุ่นพี่ยอลโคตรนายแบบเลยแม่มึง ถ่อววว 

เค… https://t.co/N6h5lMnEgw",1
@fffernlin ไร้สาระดูด้วยว่ามีสัตว์อันตรายแบบหมาไนอยู่ในบ้านมึง,8
กุคิดถึงมึงจิงๆว่ะ,7
เออมึงทำให้ใครข้าม?? #กูจะไม่ยอมเห็นรูปนี้คนเดียว https://t.co/CFP6GBqgCh,8
ปป1 ปป2 มีแค่มึงนั่นแหละ,8
@dpnyxxx ไม่เคยบลอค!!!! จะบลอคมึงทำไม!! มึงกดอันกูแน่ๆ!!,4
@ppong__ อยากกินอ่ะ รีบนัดเลยมึง,7
@TKBalloon เป็นไรมึง,7
มึงกำลังทำให้กูต้องหัดอยู่คนเดียว 555,2
@Pakjiraaa ขอบคุณเด่อมึง ขี่รถกลับบ้านปลอดภัยเด่อ,7
ตอนที่มึงพิมพ์ว่าไม่ได้เสี้ยมใจมึงต้องรู้อยู่แล้วว่ามันคือเสี้ยม สมองหายเหรอ เดี๋ยวช่วยหา,7
ฉันต้องการแค่สัมผัสของเธอ ไม่ใช่ความรักความใส่ใจอะไรนั่นหรอก,7
"เรียกเธอด้วยชื่อที่ฉันตั้งให้
จอง.
ชอบง่าาาาาา☺️ #ผู้ชายคนนี้สีดำ",1
ถ้าฉันขอร้องให้เธอกอด,7
เรียนไวกว่าอายุเพราะได้พาสชั้นตอน อ.1 .. เขาบอกว่าเพราะฉันติดครูประจำชั้นห้องอ.2 มากกว่า,2
และฉันต้องทนต้องทรมานกับความปวดร้าว,2
ไม่นานเกินไปให้ใจฉันจำ,2
ทำให้รูปของคุณขยับ | รูปของฉันขยับได้จริงๆ เธอลองดูสิ! @Camera360 https://t.co/OwspZOU924 https://t.co/VCii1ZnW5N,7
@ozatoedoria พรุ่งนี้ฉันจะไม่อยู่ข้างๆเธอเลย,4
ทุกๆวันของฉัน หลับตายังมีภาพเธอ,7
"ขอให้โชคดีกับเส้นทางของคุณ
ฉันก็แค่คนทั่วไปที่คุณเดินผ่าน แล้วหยุดพูดคุยด้วย
""ในช่วงเวลาหนึ่ง"" เท่านั้น :)",7
"""น้ำตาล"" ทำดีที่สุดแล้ว เธอคือที่หนึ่งสำหรับคนไทย ขอบคุณเธอจริงๆ ตบมือ👏🏼👏🏼👏🏼 #Thailand #MissUniverse https://t.co/lHptErlQPL",7
"ทำไมรู้สึกรักชลิตาจังเลยอ่ะ #ต้อนรับกลับบ้าน นะะะ #ThankyouChalita 
รักเธอออ",1
สิ่งที่กลัว คือกลัวเธอไม่เหมือนเดิม,3
@mqllo1 เราจะกลับมาแย่งอิมอิมกับเธอ เมื่อวานนั่งดู no mercy มา ฮืออออ อิมอิม 😭😭😭,2
พราะอะไรทำไมต้องยิ้มที่จริง เราควรต้องเสียใจ ทุกครั้งที่เธอนั้นพูดถึงคนอื่น,2
แค่เป็นเธอออ ~ ❤🎶 https://t.co/d5b1ImkHw7,7
"เราก็เป็นของเราแบบนี้ หรือจะให้เราเป็นของเธอ 😏

#แคปชั่นเด็ดแคปให้ด้วย #แคปชั่นในวงเหล้า #แคปชั่นอ่อย",7
"คนไทยทุกคนรักเธอเสมอนะน้ำตาล

#MissUniverse #Thailand",1
จริงๆไม่มีมึงก็อยู่ได้นะ มั้ง,2
@_aom_mii ป๊าวว มึงจะไปว่างได้ไง มึงต้องดูแลลูกดูแลผัวน่ะ,6
@Artitaya_f เรื่องของมึงเลย🙄,7
รักนะรักมากด้วยแต่ดูเหมือนมึงไม่เคยใส่ใจมันเลย,2
มึงตายป้ะ555555555 https://t.co/cRsd56rT5n,1
อ้าวมึงนี่ หยั่มๆๆนะ,1
@purinunsri มึงใช้แพคเกจไรวะดีปะแนะนำหน่อย,4
งอแงได้มั้ยเวลามึงไม่ตอบ :(,2
@Theminapink ซิสโง่เบาๆนะคะ ฟลว.ไม่ได้ถามค่ะ ถามมึงกับอิแมงนะคะ @rdhmd1999,4
เน็ตทุยมึงงงงง,4
"อีเจี๊ยบ มึงไม่ต้องรีบเจิมทีมกูขนาดนี้ก็ได้นะคะ..
อห.ลางไม่ดีตั้งแต่ยังไม่ได้แข่งเลยกู โอ๊ยยย เจี๊ยบบ กูกราบล่ะ มึง… https://t.co/vHvhZNsfMM",8
"ถ้ากูบอกว่า กุเหนื่อย มึงจะกลับมากอดกุมั้ย?
ถ้ากุบอกว่าไม่ไหว มึงจะกลับมาอยู่ข้างๆกุรึเปล่า? #คิดถึงแฟนเก่า #อกหัก  #เพ้อยามดึก",7
@nkperjers แต่กูทำงาน เออมึงกูลืมไปต้องไปกรุงไทยก่อนที่เอทีเอมหาย,8
เป็นกูมึงไม่เหลือล่ะ,4
