ฉันอยากจะมี 'แบมแบม' ไว้ในชีวิต เพราะถ้าฉันระบายเรื่องไม่สบายใจกับเขา เขาก็จะบอกให้ Dabมันออกไปซะ // น่ารักดี555555… https://t.co/GhjkTSvPUA,joy
แฟนมึงไม่ได้ชื่อออมมึงบอกเอง🙈,angry
@buajung0407 แม่นี่ลูกมึงเอง,angry
ก็ร้องไห้เพราะมึงอ่ะยังจะยืนมองอีก บ้าป่ะ,sadness
@aommanii เออ พนเลย มึงจาโทใช่ปะ,anticipation
จะแซะก็เรื่องของกูมะ5555 มึงเห็นแล้วโกรธก็เรื่งของมึง55555,joy
@P_CY___xx มึงก๊อปคำตอบกู!,angry
มีความสุขก็ทำ แต่ความสุขมึงไม่ใช่กู,angry
นี้มึงยังเด๋อเรื่องยอดวิวอยู่หรอจ๊ะ #antitwice https://t.co/3ErqTE7mYk,anticipation
มึงว่ามันจะมีจริงหรอวะที่ไม่ได้รักกันที่หน้าตา,anticipation
@mykwnx ถูกมึง ผมร่วง แต่ผมยาวแม่งก็ดีไม่ต้องมานั่งห่วงรวบปึ้ปสวยปั๊ปงี้,acceptance
@kaixshun อีจี้มึงนี่กวนตีน,angry
มีอะไรบ้างไหม ที่ฉันไม่ต้องรอ,anticipation
โลกฉันมีแค่เธอ,joy
ฉันเป็นของของเธอ คู่แท้ที่หากันเจอ~,joy
ฉันรักเขา💙#exolselcaday https://t.co/CkftGGsahn,joy
โปรดเถอะ โปรดเข้าใจ ยกโทษให้ฉันได้ไหม,anticipation
@newishappyyyy ทิ่มยิ่งกว่าคือเดินออกมาจากห้องน้ำเเล้วป้ะ! ตึ้งโป้ะ! โอ้โห! เธอมาอยู่ที่นี่ได้อย่างไร,surprise
เธอเคยบอกเราว่าเราเป็นคนดี แต่ดันเจอคนเลวแบบเธออ้ะ!!.เราไม่ได้คิดแบบนั้นนะ แต่เรารู้สึกว่าเราโชคดี ที่ครั้งนึงเราได้รักเธอ... เราคิดแบบนี้,joy
ถึงภาพจะไม่ชัดแต่ความรักที่เรามีให้เธอมันโคตรจะชัดเลยนะเว้ย //ชุ้นรักเขา กริ๊สสส https://t.co/ysuI3LUrLB,joy
อาจจะเป็นรักโง่ๆในสายตาเธอก็ตาม,anticipation
อยากได้ตัวเองเมื่อ 5 ปีที่แล้วกลับมา ช่วยกลับมาใช้ชีวิตแทนเราในตอนนี้ได้ไหม เธออาจจะมีความสุข ถ้าเธอได้มาใช้ชีวิตในวัยใกล้ 20 ของเรา,anticipation
โอ๊ยยย แบค เธอเป็นคนแบบนี้ตั้งแต่เมื่อไหร่!!! เป็นชุ้นก็ยอมให้ปล้ำใหม่เหมือนกัน 5555 #เพื่อนพี่ชายโหดหื่น https://t.co/hKIdrmdsj3,acceptance
มึงบอกชีวิตประจำวันของมึงก่อนเจอกู 5555 โอเคทำไปเลย ต่อไปก็จะไม่มีกูอีกแล้วว,acceptance
กูนึกว่าพวกมึงจะเลิกกัน กูอุตส่สห์ดีใจมากกว่าถูกลอตเตอรี่อีก แต่พวกมึงก็ยังไม่เลิก...เห็นใจคนแอบชอบอย่างกูหน่อย #แอบชอบคนมีแฟน,anticipation
มึงมันโง่ 😭,angry
อีเด๋อ ใจเยง ขำ อีผี๊ 3ล้านกว่าคนนี่ผีหรอ ละที่เมล่อนมันอวยวงกูอะ มึงไม่ได้ดูหรอ 555555555555555555555555555555,joy
@pieawzaba ไรมึง,anticipation
ที่จริง... ไม่มีมึงก็อยู่ได้ว่ะ😶,acceptance
@ImSUGA__ มึงต้องลิสรายชื่อไว้แล้วละมันเป็นปัญหาโลกแตกมากๆๆ,anticipation
คือถ้ามึงโกนหนวด โกนทุกอย่างมันจะดีมาก -_- ลุคแพงๆมึงก็โอเค แต่ผัวมึงโอเคกว่า ขอผัวได้ไหม #ฟลุ๊คกระล่อน,anticipation
ดูแม่งทีไรก็เงี่ยนควยทุกที น่าจับเยดแนวข่มขืนเลยมึง https://t.co/ZN5PGn0ofj,joy
@W_timer มีเมียแล้วมึง,acceptance
กูต้องรู้ให้ได้ ว่ามึงคือใครรร,anticipation
@FlukeSanickgiii วันเกิดมึงกูจะเท,anticipation
เหมือนพวกขี้อิจฉา วงกูจะต้องเด่นต้องดังให้ได้กว่าวงมึงซักอย่างละ เหอะ!!!😒😒😒😒😒 น่ารำคาญ,angry
"ถ้าหากเธอรู้ ว่าฉันต้องพยายามเท่าไร
แต่สิ่งที่ฉัน ต้องเจอนั้นยังห่างไกล",sadness
@herinfortyler หิวข้าวอะ ไม่ต้องถามว่ากินเธอรึเปล่านะ ไม่กิน,disgust
ฉันยังคุยกับเธอได้ไหม,anticipation
"ฉันรักเธอจริงๆนะ
แต่ฉันไม่อยากจะแกล้งเป็น
ในสิ่งที่ฉันไม่ได้เป็นอีกต่อไปแล้ว

- อาละดิน (Aladdin)",acceptance
"""ผมรักเธอและอยากนอนกับเธอ ความปรารถนานี้ช่างปั่นป่วน กระทั่งสร้อยคอเส้นเดียวผมก็จะไม่ให้เหลืออยู่บนตัวเธอ""",anticipation
@JibbyP13 @i_uppum ทีสินแอสซิสนะเธอว์ เธอไม่ได้หมี่ แต่ทีสินน่าจะได้รางวัล😉,anticipation
ชอบที่เธอยิ้ม ชอบที่เธอคิ๊สสส,joy
รออยู่ไม่ไปไหน แต่ติดที่เธอจะไปแล้วไม่กลับมา,anticipation
เธอมีค่าแค่ทุเรียนทอดเองว่ะ,disgust
อยากกอดเธอไว้ ให้ใกล้กับหัวใจ จะเป็นไปได้มั้ย #ง่วงเลยเพ้อ5555,anticipation
@N_HwaniE ฉันเคยได้,anticipation
วันที่7มีสอบ โอเค ฉันไม่ไปก็ได้อ่ะ ถ้าจะทำกันอย่างงงงงงงงงงงงี้ https://t.co/uwHknLkY3S,acceptance
ฉันนั่งซับน้ำตาอยู่ที่ปลายเตียง #รีล่า ประยุทททททททททททสงบไปแล้วโว้ยยยปตต.ยังติดลบได้คิดดู๊ววววววว,sadness
"ชิมาดะ ฮารุกะ ""ฉันตั้งใจจะประกาศจบการศึกษาเมื่อปีที่แล้ว แต่บรรดารุ่นน้องก็ทำให้ฉันคิดได้ว่ามันยังเร็วไป"" https://t.co/3Q6FNCzuAI",fear
@geepizha_ ฉันหิวน่ะ 555555,joy
นอนทั้งวันแต่ฉันว่ามันไม่พอ555,joy
และฉันจะฝืนฝืนหัวใจตัวเองได้ไหม~,anticipation
ยินดีที่ในวันนั้นฉันได้รู้ตัว😊💙,joy
ขอฉันมีความสุขแบบเงียบๆบนพื้นที่ของฉันตรงนี้เถิดดด,anticipation
"เธอคงจะเจอคนใหม่ที่ดีกว่าฉัน
แล้วซักวัน เธอก็คงลืมเรื่องของเรา 💔

#แคปชั่นเด็ด #แคปชั่นคนโสด
#แคปชั่นความรัก #แคปชั่นอ่อย 
#คําคมโดนๆ",sadness
ฉันหยุดแล้ว แล้วเธอหยุดได้มั้ย,anticipation
@Mantiss45 เธอก็ด้วยน้า~ *น้วยกลับ*,joy
เมื่อมักเน่ไลน์เจอผู้หญิงที่ชอบ จะร้องเพลงให้เธอฟังดีมั้ยนะ? https://t.co/c6myVCo11R,anticipation
จะฉุดจะรั้งและดึงเธอไว้ ก็คงไม่อยู่.,acceptance
"ช่างโชคดีที่เจอ ได้ตกหลุมรักเธอ
ได้มีเธอ เคียงข้างกัน.. 🎶❤👭 29♡ https://t.co/s2zTftRHqm",joy
อย่ามองมาได้ไหม🎶 ถ้าเธอไม่แคร์ https://t.co/qjgDg72xQO,sadness
"กิริยาน่าชม เหมาะสมในท่วงที 
สิ่งเหล่านี้ล้วนมีอยู่ในเธอ

#MissUniverse #Thailand https://t.co/ZAGWke8V2u",acceptance
เธออ ฉันนั่งแท็กซี่กลับได้มั้ย ไม่ไหวแล้วนะ,anticipation
เธอกลับเอาคำนั้นทิ่มแทงหัวใจ,sadness
"จะชัดจะเบลอ ก็ยังเป็นเธออยู่ดี 😽🐶😊
#แคปชั่นอ่อย #แคปชั่นเสี่ยว #แคปชั่นกวนตีน #แคปชั่นเด็ด #มุขเสี่ยวเกี้ยวสาว… https://t.co/seXsafZMcQ",joy
"A:ตั้งแต่คบกันมารู้สึกไม่ดีเลยอ่ะ
B:ทำไมอ่ะ
A:เพราะความรู้สึกดีๆให้เธอหมดแล้วไง
#แคปชั่นเสี่ยว #แคปชั่นจังไร #แคปชั่นอ่อย #มนต์รักสิบหมื่นน",joy
คุณเขาควรคุยกับตัวเองก่อน5555555 เป็นไรมากป่าวเธอ😂,joy
ฉันชอบความรู้สึกที่มีแต่เธอที่ทำให้ฉันรู้สึก .,joy
ก็เรื่องของพวกคุณสิคะ ฉันรักของฉัน ฮิ้ว,anticipation
ฃหลอกหลอนฉันหนักมาก55555555 #estซ่าซี้ดสุดขั้วกับGOT7 https://t.co/yCDvjBDjwW,joy
เคยสงสัยอะไรบ้างไหม อะไรที่ฉันเปลี่ยนไป สายตา ท่าที จากวันแรกที่รู้จัก จนวันนี้,anticipation
ที่เคยพูดไว้ จะรักฉันนานๆ นานเท่าไรจะรักไม่มีเบื่อ.. https://t.co/HHyHCyGYOM,anticipation
ฉันควรเปลี่ยนชื่อฟิคเพิ่ม or CHANNO ด้วยเลยแม้ะรู้สึกบาปต่อพี่แฮช..,acceptance
มึงไม่ได้พูดตรง มึงปากหมา,angry
ห้องมึงเสียงเบามากสินะ เหอๆ,disgust
@far_chananchida ลอตูแส...ในใจมึงก็หวัง,anticipation
ทำให้กูคิดเข้าข้างตัวเองอีกละ มึงแม่งแย่อ่าาา,anticipation
ก็นุเป็นแฟนคลับอซ ไม่ให้นุอวยอซแล้วจะให้ไปอวยครายยยยย มึงรำคาญก็เป็นปัญหาของมึงมั้ยที่ต้องเอาสายตาไปห่างๆ จากโลกนี้ 5555555555555555555555,joy
มึงโกรธเองมึงก็ต้องหายเอง,acceptance
@159753Pop   ให้แม่มึงกิน5555,joy
พอกูจริงจังมึงเสือกจิ๊จ๊ะ#รีวิวคนคุยเก่า,joy
มึงรอมันเลิกติวเนี่ยนะ ร้อนก้ร้อน หน้ามึงแดงขนาดนั้น มึงคงเจ็บหัวอยุ่อ่ะ แต่ก้ยังทนรอมันอยุ่ จ้าาาา กูซึ้ง ทำเหมือนที่ทำกับกูเลยเนาะ,anticipation
กูช่วยอะไรไม่ได้ แต่กูฟังมึงได้.  เชรดดดดด,surprise
@Junyjunes มันมีรอบกี่โมง ยะ มันเข้าละหรอ มึงเรียนกี่โมง,surprise
"🐻 : นี่เราท้องหรอเนี่ย?
😒 : ป่าว มึงอ้วน
เวอร์ชั่นวีแบร์แบร์
#webarebear #ทาสวีแบร์แบร์ https://t.co/BhHHbq8Zt0",joy
"‘ความชอบของมึงไม่ใช่เรื่องไร้สาระ’
/เป็นประโยคที่ดูใส่ใจ เชื่อใจ ภูมิใจ ได้ยินแล้วรู้สึกชื่นใจจัง
#คั่นกู",acceptance
แต่กูเฉยๆอะ จะใส่อะไรก็เรื่องของมึงเหอะ อย่าซี,acceptance
อนหต มึงแม่งดูเหมือนเป็นโรคประสาท แต่จริงๆก็แค่คนคิดไม่ได้คนนึง หตจริงๆ,angry
ห่างจากใจเธอออกไปเป็นไมล์,sadness
"ถ้าเธอจะต้องขอ เธอไม่มีวันรู้...
ถ้าเธอรู้...เธอก็เพียงแค่ต้องขอ...
#คริสยอลชิปเปอร์และถิ่นที่อยู่ https://t.co/BnV0Ea3hTz",anticipation
รักคนที่เขานั้นรักเราและเธอจะไม่ต้องเสียใจแบบฉัน,sadness
เธอกลับเอาถ้อยคำทำร้ายใจ,sadness
@YUNZ95_ โทษนะเธอเราเมาช่วงนี้,acceptance
อยากจะยิ้มให้กับเธอเหมือนเดิมแม้ว่าเธอไม่รู้เลยว่ามันมีความหมายยังใง #ถ้าเธอไม่รู้,anticipation
เธอโชคร้ายมากพวกที่ไม่ค่อยจะมาแม่งมาหมดเลย,surprise
แต่เจ็บที่ใจมันยังรักเธอทั้งที่ต้องจาก,sadness
"อยากเป็นแว่นตาไห้เธอใส่ 😳🤓
ถึงไม่อยู่ในใจแต่อยู่ใน""สายตา""🤓😛

#แคปชั่นเสี่ยว #มุขเสี่ยวคนโสด",joy
อยากที่ใครจะห้ามใจ เธอเล่นหยุดโลกเอาไว้ทั้งใบ💓,joy
@Nujayj รักสุดๆก็เธอเนี่ยแหละ รักพี่เจนะครับ,joy
ฉันเพิ่งได้โบนัส 35 เหรียญเนื่องจากฉันได้อันดับที่ ที่4 ในกระดานผู้นำของ Swarm @swarmapp,joy
"ฉันไม่ร้องไห้หรอกนะ 
ฉันขายท่อน้ำตาให้ธนาคารอวัยวะเพื่อเงิน
ไปตั้งแต่สองปีก่อนแล้วย่ะ
 #สาวแกร่ง #คำคมภาษาอังกฤษ… https://t.co/dnrprl02Ld",acceptance
@wawa_once ฮือออออ..  พี่ยังทำใจรับเรื่องนี่ไม่ค่อยเก่ง เค้าเทไปตามวงอื่นง่าย ๆ แบบนี้เลยเหรอ 😭 ในขณะที่ฉันรักเเทบตายยยยย 😭,sadness
จูมินน่ารักกกกกกก ผช.บ้าอะไรวะเนี่ย 555555555555 ฉันอยากแต่งงานกับเขาค่ะ ทำไมเขาต้องไม่มีตัวตนจริงๆ ด้วย 😂… https://t.co/NQXcR6ACtU,joy
ฉันอยู่เดียวดาย https://t.co/jN4CiNL09s,sadness
เทอบอกให้รอ...ฉันก็รอ...ทั้งๆที่ไม่รู้ว่าที่สุดของการรอ จะมีเทอมั้ย 😔ใจมันบอกให้รอ 🙁#แคปชั่นเด็ด #แคปชั่นอ่อย #แคปชั่นเสี่ยว,anticipation
ถึงเวลานอนฉันแล้ว,joy
"🌸ฉัน เป็น คน บ้า ที่ "" น่า รัก ""                             🌻เทอ ยัง จะ รัก❤️ฉัน มั๊ย...?!?!😜😝#ห้ามขำเค้านะ😂😂😂555… https://t.co/Nb2ejs1Fvc",anticipation
"'นี่...คือไม่ได้ตั้งใจจะมองใครนะพูดจริง คือ..' 
'ไม่ต้องพูดๆ เดี๋ยวมึงลงไปเคลียร์กะกูข้างล่าง อู๋ฝาน' 
#krislay… https://t.co/VWY1mrQlb3",angry
เวรเอ้ย ฝรั่งห้องข้างๆมึงไม่เคยมีประตูรึยังไง เปิดเข้าเปิดออกเสียงดังหนวกหู ค๊วยยยย,angry
จำใว้ยีน ไครมายืมเงินมึง มึงไม่ต้องให้มันยืม #กูพยายามบอกตัวเองทุกวัน,angry
คิดถึงเค้าหรอ..ไปส่องTwitter เค้าสิ จะได้ไม่คิดถึงเค้าอีก เพราะเค้าเพ้อถึงคนอื่น ไม่มีมึงเลยซักนิด #อีเหี้ย,anticipation
"เคยตามคนๆนึงมากๆไหม ? 
แล้วถามกลับกันดู มันเคยคิดจะหยุดรอมึงรึเปล่า ?",anticipation
โคตรสกปรก แบบ...มึงก็ชอบอะไรต่ำๆเนอะ,disgust
"[IG]  w_n_r00: ไม่ว่านายจะขอให้ฉันเปิดยังไง ฉันก็ไม่เปิดหรอก 😛  
ในวีดีโอพูดว่า : ฉันไม่เปิดให้นายหรอก cr. the94sky https://t.co/395aNMboss",anticipation
"ตอนที่ทั้ง4คน แข่งกัน
ซิ่มหมิน: ฉันไม่เล่นละ
ทุกคน: 55555555555555
พี่หมินกลั้นขำไม่ไหวเลยยอมแพ้ไป

สรุปพิชานกับนุ้งฮุนชนะเกมส์นี้ค่ะ😆",acceptance
@taeyongsudtx ล้อเล่นนะ แค่เห็นเธอใจฉันก็สั่นระรัว,joy
ครั้งหนึ่งฉันเองก็เคยออกตามหา แต่ว่ามันก็ต้องผิดหวัง เมื่อปลายทางของฉันนั้นว่างเปล่า #ยืมเมจ,sadness
ฉันเชื่อว่า มิว นิษฐา จะได้ฐาน ฟค.เพิ่มขึ้น จากการอ่าน #USYuri เพราะติดอิมเมจของพี่หมอแพมคนสวยของตัวเล็กอย่างรัก ขอ… https://t.co/zAPNihkNLB,anticipation
"[the GazettE - Hanakotoba]
เธอสัมผัสอย่างอ่อนโยนเหมือนทุกครา
คอยให้น้ำในวันที่แล้งฝน ให้ฉันมีชีวิตอย่างเข้มแข็ง",joy
@JinAkanishibot ถึงฉันจะดำแต่ฉันก็ได้เป็นถึงเมียจิน อาคานิชิเลยนะ,acceptance
คนหน้าร้าย ๆ อย่างฉัน😌,angry
นี่หยุดโดตตั้งแต่15แล้ว โต้คลื่นกันไหม? ฉันมีกระดาน https://t.co/KLpExm2mue,sadness
เธอคงไม่เคยได้รู้ว่าฉันเฝ้ามองเธออยู่,anticipation
ฉันยังไม่หายติดถึงเขาเลย,anticipation
เด็กดรีมโตช้าหลอวะ ไม่นะ ฉันก็ว่าน้องโตเร็วแล้ว แต่พอไปมองเด็กผู้ชายคนอื่น โอโห ลูกเลานี่เด็กอนุบาลใช่ม้าย 😢,fear
นี่ไม่ได้อยากเก็บค่าส่งเพิ่มเลยนะ แต่แบบฉันขายบั้มให้ถูกแล้ว แล้วค่าส่งมันเกินที่ตั้งไว้อะ เลยต้องเก็บเพิ่ม วอนอย่าด่าเยอะ เก็บไปแล้ว,anticipation
"ตอนนั้นที่ออกมาก็เพราะมั่นใจ...เธอ
เหมือนกับตอนนี้อ่ะที่จะกลับไปก็เพราะมั่นใจ..ตัวเอง",acceptance
"ให้มันมีเเค่ The Mask Singer เท่านั้นเเหละที่เราต้องทายว่าใคร
อย่าเอาหน้ากากปกปิดหัวใจ ให้เราทายเธอเลย...มันเหนื่อย

#ยืมเมจ  #ยืมเมจforsex",anticipation
ชอบบอกว่าเราคิดมาก ก็แหง่แหละ เธอไม่ได้คิดอะไรเลยนิ,sadness
รู้ว่าเธอ อยู่ไกลอยู่สูงขนาดไหน,acceptance
@mingyu97_bot อย่ามาเสียเวลา ร้องขออะไรที่เธอไม่มีวันได้คืนนน~,disgust
อย่ามองตาได้มั้ยถ้าเธอไม่แคร์,sadness
ฉันมันผิดเอง หมดเลยหมดใจไปรักเธอ พร้อมกันที่เธอรู้แล้วว่าฉันยังไม่ใช่.,sadness
@inkhatesyou เค้าก็จน จนวันนี้ยังรักเพียงเธอ,anticipation
@kimjungni เธอๆ นี่เลายังไม่ได้สั่ง วดล. เลย 55555,joy
แต่ใจของเธอไม่กลับคืนมา.,sadness
"A : แอบมอง หรือจ้องดูแลระยะไกล
B : แอบแกล้งเพราะอยากชิด
AB : ได้แอบมองเธอข้างเดียวอยู่ที่มุมนี้
O : พูดคุย ตีสนิท เป็นเพื่อนก็ยังดี",anticipation
"คนรักมาอยู่ตรงหน้า

A มองอย่างมีความหวัง☺
B เข้ามาใกล้ๆก็ใจละลาย
O อยากดึงเธอเข้ามากอด
AB อยากให้เธอมาอยู่ข้างกัน",anticipation
ที่เธอเห็นแค่ฝุ่นมันเข้าตา ชั้นไม่ได้ร้องไห้ 😭😭😭 #estซ่าซี้ดสุดขั้วกับGOT7,sadness
สิ่งที่เธอขาดนั้น ฉันแทนไม่ได้,acceptance
@pine_ts คิดว่าชั้นจะปล่อยให้เธอทำงั้นเรอะ!!! แฟฟฟฟฟฟฟฟ่!!!!! https://t.co/umgzb8zlsR,angry
"คบกับเราไม่ต้องกลัวโดนเท เพราะถ้าเธอไม่เกเรเราก็จะไม่เทเธอหรอก.. 😏
#มุขเสี่ยวเกี้ยวสาว #มุขเสี่ยว #แคปชั่นเด็ด #แคปชั่นกวนตีน #แคปชั่น",anticipation
'ผมเองมีความปรารถนาซื่อๆ  ที่อยากจะจูงมือกับเธอเช่นกัน แต่แน่นอนว่าไม่สามารถพูดออกมาได้จากปาก',anticipation
เธอคงไม่เคยได้รู้และไม่มีฉันในสายตา,sadness
รักเธอน้ำตาล #MissUniverse #Thailand,joy
"ซึลกิ:มุมด้านหน้าของเธอ(ไอรีน)นั้นสวย ด้านข้างก็สวย แม้แต่ด้านหลังยังสวยเลยค่ะ
ที่ซึลกิพูดมาคือจริงมาก 👏🏻
(baejuhye… https://t.co/e0VG8fOVfu",acceptance
"•
เธออาจเป็นแรงบันดาลใจ
ให้เด็กคนนี้มีฝันที่ยิ่งใหญ่
proud of you 'Chalita'
•
#missuniverse #thailand… https://t.co/f8uWMJXvfC",acceptance
@dy0201plzx มากกว่าฟามรักก้อชีวิตฉันจะเอาไหม,anticipation
แปลว่าคืนนี้ฉันต้องจัดการสรุปธีสิสให้เสร็จ อ่านสอบพฤหัสอีก ต้องเคลียร์ตัวเองเพื่อพรุ่งนี้จะได้มีเวลาทำงานเหรอ อห /กุจะร้อง,sadness
ฉันติดฟิค 555,joy
อยู่ดีๆเจอเจนนี่กะลิซ่าเฉย 5555555555 ฉันกำลังเดินโง่ๆอยู่คนเดียว,joy
"สิ้นหวังแล้วชีวิตฉัน โคตรเบื่ออออ

เหนื่อยสุด...",sadness
มึงเคยรู้สึกว่าเค้าก็มีเรา แต่เค้าก็เพ้อถึงคนอื่นตลอดที่ไม่ใช่เราปะ,sadness
"ตอนมีคนมายุ่งกับแฟน
A : ทำให้แฟนหึงบ้าง
B : อยากจะชกคนนั้นสักที
O : หึงหวงสุดๆแต่ทำเฉย 
AB : มึงมายุ่งกับแฟนกูทำไม",angry
@Cherrylismm 55555แต่กูสู้มึงไม่ได้หรอก คิคิ,joy
"ถ่ายมุมต่ำนี่ต้องแหงนหน้าเอ้ยยแหงนกล้องไปเจออะไรบ้างนอกจากความหล่อกับ...😳 หุ่นพี่ยอลโคตรนายแบบเลยแม่มึง ถ่อววว 

เค… https://t.co/N6h5lMnEgw",joy
@fffernlin ไร้สาระดูด้วยว่ามีสัตว์อันตรายแบบหมาไนอยู่ในบ้านมึง,acceptance
กุคิดถึงมึงจิงๆว่ะ,anticipation
เออมึงทำให้ใครข้าม?? #กูจะไม่ยอมเห็นรูปนี้คนเดียว https://t.co/CFP6GBqgCh,anticipation
ปป1 ปป2 มีแค่มึงนั่นแหละ,acceptance
@dpnyxxx ไม่เคยบลอค!!!! จะบลอคมึงทำไม!! มึงกดอันกูแน่ๆ!!,angry
@ppong__ อยากกินอ่ะ รีบนัดเลยมึง,anticipation
@TKBalloon เป็นไรมึง,anticipation
มึงกำลังทำให้กูต้องหัดอยู่คนเดียว 555,sadness
@Pakjiraaa ขอบคุณเด่อมึง ขี่รถกลับบ้านปลอดภัยเด่อ,anticipation
ตอนที่มึงพิมพ์ว่าไม่ได้เสี้ยมใจมึงต้องรู้อยู่แล้วว่ามันคือเสี้ยม สมองหายเหรอ เดี๋ยวช่วยหา,angry
ฉันต้องการแค่สัมผัสของเธอ ไม่ใช่ความรักความใส่ใจอะไรนั่นหรอก,anticipation
"เรียกเธอด้วยชื่อที่ฉันตั้งให้
จอง.
ชอบง่าาาาาา☺️ #ผู้ชายคนนี้สีดำ",joy
ถ้าฉันขอร้องให้เธอกอด,anticipation
เรียนไวกว่าอายุเพราะได้พาสชั้นตอน อ.1 .. เขาบอกว่าเพราะฉันติดครูประจำชั้นห้องอ.2 มากกว่า,surprise
และฉันต้องทนต้องทรมานกับความปวดร้าว,sadness
ไม่นานเกินไปให้ใจฉันจำ,sadness
ทำให้รูปของคุณขยับ | รูปของฉันขยับได้จริงๆ เธอลองดูสิ! @Camera360 https://t.co/OwspZOU924 https://t.co/VCii1ZnW5N,surprise
@ozatoedoria พรุ่งนี้ฉันจะไม่อยู่ข้างๆเธอเลย,angry
ทุกๆวันของฉัน หลับตายังมีภาพเธอ,anticipation
"ขอให้โชคดีกับเส้นทางของคุณ
ฉันก็แค่คนทั่วไปที่คุณเดินผ่าน แล้วหยุดพูดคุยด้วย
""ในช่วงเวลาหนึ่ง"" เท่านั้น :)",sadness
"""น้ำตาล"" ทำดีที่สุดแล้ว เธอคือที่หนึ่งสำหรับคนไทย ขอบคุณเธอจริงๆ ตบมือ👏🏼👏🏼👏🏼 #Thailand #MissUniverse https://t.co/lHptErlQPL",acceptance
"ทำไมรู้สึกรักชลิตาจังเลยอ่ะ #ต้อนรับกลับบ้าน นะะะ #ThankyouChalita 
รักเธอออ",joy
สิ่งที่กลัว คือกลัวเธอไม่เหมือนเดิม,fear
@mqllo1 เราจะกลับมาแย่งอิมอิมกับเธอ เมื่อวานนั่งดู no mercy มา ฮืออออ อิมอิม 😭😭😭,sadness
พราะอะไรทำไมต้องยิ้มที่จริง เราควรต้องเสียใจ ทุกครั้งที่เธอนั้นพูดถึงคนอื่น,sadness
แค่เป็นเธอออ ~ ❤🎶 https://t.co/d5b1ImkHw7,anticipation
"เราก็เป็นของเราแบบนี้ หรือจะให้เราเป็นของเธอ 😏

#แคปชั่นเด็ดแคปให้ด้วย #แคปชั่นในวงเหล้า #แคปชั่นอ่อย",anticipation
"คนไทยทุกคนรักเธอเสมอนะน้ำตาล

#MissUniverse #Thailand",joy
จริงๆไม่มีมึงก็อยู่ได้นะ มั้ง,sadness
@_aom_mii ป๊าวว มึงจะไปว่างได้ไง มึงต้องดูแลลูกดูแลผัวน่ะ,surprise
@Artitaya_f เรื่องของมึงเลย🙄,acceptance
รักนะรักมากด้วยแต่ดูเหมือนมึงไม่เคยใส่ใจมันเลย,sadness
มึงตายป้ะ555555555 https://t.co/cRsd56rT5n,joy
อ้าวมึงนี่ หยั่มๆๆนะ,joy
@purinunsri มึงใช้แพคเกจไรวะดีปะแนะนำหน่อย,anticipation
งอแงได้มั้ยเวลามึงไม่ตอบ :(,sadness
