@kristtps @AtthaphanP กลัวเผลอใจอะเด้ บอกแล้วลูกเราน่ารัก,,,,,,,anticipation,,0,1
เราจำได้ ว่าตอนแกอยากให้เราอยู่มันเป็นยังไง ที่ไม่ใช่แบบนี้ไง,,,,,,,anticipation,,0,4
"'ใครให้ทำท่านี้!!'
""ก็เค้าเขียนไม่ถนัดอ่ะมัค""
'แล้วทำไมไม่ให้คนอื่นเขียน!!'
""มัคอย่าดุเราสิ"" #มัคลิ https://t.co/pzS8EyU2Dy",,,fear,,,,,,0,4
"เรา: จะไปทำบุญให้ทีมอะ
นว: ทำอะไร ปล่อยเป็ดเหรอ

อือ https://t.co/GNIh7kWKKC",,,,,,,,,3,1
คือแม่งไม่เกี่ยวกับการเล่นในแอนฟิลด์แล้วแย่หรอก คือเราเอาชนะแทคติกตั้งรับแล้วสวนกลับไม่ได้เลยตะหาก,,,,,,,anticipation,,0,4
@realztango มากกว่าพี่โอ๋0.5!!!.เย้ๆๆ.เราเป็นคนเข้ากับคนง่ายยังไงล่ะ!,,,,,,,anticipation,,0,1
อยากย้อนกลับไปตอน ม.6 อยากจะใช้ชีวิตให้สนุกกว่านี้  คิดถึงเพื่อน.😢,,,,,,,anticipation,,0,7
โทรศัพท์หัวเหว่ยโฆษณาเยอะไปปะในยูทูปอะ เปิดคลิปไหนก็ขึ้นโฆษณา 😑🙄,joy,,,,,,,,0,4
บางคนแค่ต้องการอยู่เงียบๆ บางคนต้องการเพื่อนคุย บางคนต้องการที่จะไปนู้นมานี่เพื่อไม่ให้ฟุ้งซ่าน และบางคนก็เลือกที่จะปล่อย,,,,,,,,,3,7
โอ๊ยยย หัวแบลงค์มากเมื่อวาน กลับไปย้อนอ่านแชทละแบบกุมขมับอะ แต่ละคำกูพิมพ์ออกไปได้ยังไงวะเนี่ย จะอ้วก,,,,,,,,,3,4
เกลียดเดือนนี้อะไม่อยากออกไปไหน ดูหนังก็ไปคนเดียวตลอด แต่เดือนนี้ความเดือดมีมากกว่าทุกเดือน #ทีมโสดแล้วพาล https://t.co/jYrUhI8c9m,,,,,,,anticipation,,0,4
พูดไปอ.ก็ร้ายกาจจริงๆนะ เล่นเรื่องของทัตสึมิแบบ คู่นี้ควรเป็นคู่เอกและคู่เปิดค่ะ ถถถถ,,,,,,,,,3,1
ไปซื้อของเซเว้นมา ให้วินมาส่ง น้องวินหล่อมากเลยให้ช้วยยกของให้ เลยแอบจับควยน้อง น้องบอกทำไรผมพี่ จากนั้นก็ตามที่เห็น https://t.co/CTQP3XXrEG,,,,,,,,,3,1
โอ้ยยย เกาหลีกว่าจะlanding ละกว่าจะไปถึงนครนายก ฮรือ ตี5 แน่,,,,,,,anticipation,,1,
@zentradies @AtthaphanP ขอไปอยู่ทีมนู้นด้วยได้ไหม เปนลูกน้องพี่กวางก้ได้ 👉👌👉👌,,,,,,,anticipation,,0,1
ที่จริงเราไม่ได้รักกัน เราก็แค่หลงไป,,,,,,,anticipation,,0,2
ซักพักเริ่มเรียกชื่อ ทักเรื่อยๆ ขั้นกว่าคือจับหัว ไม่ลูบนะจับเฉยๆ จนนี่แบบ ฉันว่ามันบ่อยไปละ,,,,,,,anticipation,,0,4
ไม่น่าไปรู้ในเรื่องที่ไม่ควรรู้จริงๆนะครับ ถอยครับถอยเดี๋ยวหน้าแตก,,,,,,,,,3,4
"ละจะไปมองตามน้องมันทำไม๊55555
น้องมันหันไปกลั้นขำพี่สะดุดบันไดนั่นแหละ  โว้ะะะ #MarkBam https://t.co/d1YUahQ1CG",,,,,,,,,3,1
ยกย่องคุณลุงเสร็จขอให้รวมตัวกันไปด่ากรมทางหลวงด้วยนะคะ https://t.co/XKZnoSrhoB,,,,,,,,,3,7
ไม่อยากให้เขาไปทำแบบนั้นกับใคร ง่ายๆคือหวงแต่แฟนเก่าไม่มีสิท,,,,,,,,,3,8
ใครจะมาใครจะไปแล้วแต่เลย,,,,,,,anticipation,,0,4
เพราะอะไรเธอจึงทิ้งฉันไป,,,,,,,,,3,2
@tatiteeee คือเนื้อหาจริงๆมีไม่ถึง 30 หน้าอะ จากใจ 555555 // ไม่ใช่จ้า เราเล่น Prince of tennis อยู่ อิอิ,,,,,,,,acceptance,0,1
รีทวีตยุนจีจนสุดเลยอ่ะ แล้วเราจะดูอันเก่าๆกว่านั้นไม่ได้หรอ แงงงงงง ทวีตทำไม้ป็นแบบนี้ยยย เอาโพสเก่าๆคืนมาาา,,,,,,,,,3,4
@markleeflashx เคลียร์เมนครับผม ขอโทษทีที่ตอบเราช้า คือแบบมั่วแต่เล่นนู่นเล่นนี่อยู่ ไม่ได้ปลีกตัวมาตอบเมนเลย 😅,,,,,,,,,3,1
"วิธีแต่งภาพดาบ #Goblin 
1.โหลดแอพ fotorus
2.เลือก Pro edit
3.เลือกรูป
4.กดSticker
5.มีดาบอันแรกกดแล้วแทงอกอปป้าเรา… https://t.co/xeEkT3FZbt",,,,,,,anticipation,,1,
เพราะความไม่แน่นอนมันจะสอนให้เราเติบโต👌👌,,,,,,,anticipation,,0,1
@yerix99_ 55555555 นั่งนับวันวาเลนไทน์เลย พี่ไม่อะไรอะครับ เออ ถ้าคนขอเป็นแฟนกันหน้าไทม์ไลน์จะเก็บไปอิจฉาเงียบๆในใจ,,sadness,,,,,anticipation,,2,7
@erebeitii23 ไปเที่ยวบ่อยนะ อิจจจจจ,,,,,,,,,3,4
แอ่นไอวอนนาเก็ทดาววว จริงๆ 55555555 กูไปที่ไหนก็เปิดแต่เพลงนี้อะ 5555555555 ตอนนั้นอะ ต้นมกรา 55555 ตอนนี้ไม่รู้ยังไง,,,,,,,anticipation,,0,1
มินะ ซานะ มานั่งข้างEXID ฮานิเห็นน้องนั่งแล้วกระโปรงมันสั้น ก็เลยเอาหมอนไปปิดให้น้อง เห็นคนสวยไม่ได้เลยค่ะ โชว์ความ… https://t.co/kGe7y7k5Dz,,,,,,,,,3,7
@guayyr99s พี่ผิดไปแล้ว ให้โอกาสพี่อีกครั้ง,,,,,,,,,3,2
ตื่นขึ้นมาคิดถึงชานฮุน...ป่านนี้เค้าจะกลับจากบ้านมาหากันรียัง  แบคโด้เค้าไปเล่นบิลเลียดกันแล้ว ชานฮุนของพี่อยู่ไหน,,,,,,,,,3,7
@du0330mn โถพ่อคุณ 5555555555 ดีกันนะคะหายงอนนะ หนูพุกผิดไปแล้ว♡ https://t.co/1DboRrPFm6,,,,,,,,,3,1
เหมือนจะเริ่มจับทางทรงผมอิเจ้าชายได้แล้ว.... /รึกุคิดไปเอง(...) https://t.co/aeLzgsLpJ5,,,,,,,anticipation,,0,6
คนที่ทิ้งไปไม่มีสิทธิเรียกร้องอะไรกลับคืนมา.,,,,,,,,,3,2
กูควรหายไปได้แล้ว,,,,,,,,,3,2
ทุกวันนี้สนามบินนี่ขอบายเลย ไม่เคยคิดจะไปกลัวตัวเองลำบาก รักเขาแล้วอย่าลืมรักตัวเองด้วย,,,,,,,,,3,8
@legendoftheyug แปปนึงนะ เดี๋ยวเราไปแปรงฟันก่อนจะได้หอมชื่นใจ,,,,,,,,,3,7
เจนนี่ แค่ คิดถึง จีจี แล้วทักไปว่าเปนไงบ้าง ผิดมากไหมมม,,,fear,,,,anticipation,,2,7
พรุ่งนี้เรียนเช้า ไม่ไปได้มั้ย.. 😂,,,,,,,,,3,7
กลับไปเป็นเหมือนเดิม เดิม เดิม เดิมว์,,,,,,,,,3,4
เวลารู้สึกดีกับใคร ขอให้อยู่ไปนานๆ,,,,,,,,,3,7
ผ่านไปหนึ่งเดือน สิ่งที่ตั้งใจภายในปีนี้ควรสำเร็จ 8.34 % แล้วมั้ยย,,,,,,,,,3,4
กูตายไปมึงคงพอใจใช่ไหมมม,,,,,,,anticipation,,0,3
ฮรึกกก ฉันอยากไป แต่ฉันเพิ่งทราบข่าว #ColorfulHeaveninBKK,,,,,,,,,3,7
แกจะรู้มั้ยนะว่าเราโคตรพยายามกับแก💖,,,,,,,,,3,2
สุดท้าย เรามันก็แค่คนบ้า ขาดสติ โง่งมงาย,,,,,,,,,3,8
ท๊าดาาา มาแล้ววว Lamb Chop เนื้อแกะนิวซีแลนด์ ร้าน Eat Am Are สั่งแบบมิเดียมมา ทำได้โอเคเลยในราคา 280 (ของเราเปลี่ย… https://t.co/OaCo8CIudE,,,,,,,,,3,1
บางครั้งโลกมันเศร้าตรงที่ต่อให้มึงไม่เคยไปเหี้ยกับเขา เขาก็จะมาเหี้ยกับมึงในแบบที่เขาโดนคนอื่นเหี้ยใส่มาโดยไม่สนใจว่าเราไม่เสือกอะไรกะเขาเลย,,,,,,,anticipation,acceptance,2,4
เธอเป็นคนที่โชคดีรู้มั๊ย? เพราะเขารักเธอขนาดนี้ เราโคตรอิจฉาเธอเลยว่ะ #ยืมเมจforsex,,sadness,,,,,anticipation,,2,2
@virusxyou ไม่ตายครับ แต่ถ้าตายจะไปตามหลอกเราคนแรกเลย 👻,,,,,,,,,3,1
จะเก็บไว้ทุกอย่าง ทุกอย่างที่เราเคยรู้สึกกับคุณ,,,,,,,anticipation,,0,2
@violet2mhmon ปิงปองคะะะะ เราคนเจนเดียวกันนนไม่มีคุณแล้วนะคะะะะ ละยังไม่ได้นอนค่ะ ฮืออ เพิ่งไฟว๊กะเดดไลน์เสร็จ😂😂😂,,,,,,,,,3,1
"เมื่อไม่ได้อยู่ด้วยกันแล้ว
ถ้าได้ยินเพลงบางเพลง
มันอาจจะกระชากเรากลับไปวันนั้น
วันที่มีกันอยู่

#greasycafe",,,,,,,,,3,2
ทั้งๆที่เราแม่งก็เลือกได้ เลือกไม่แคร์ได้ เลือกช่างแม่งได้ แต่เราไม่ทำ,,,,,,,,,3,4
ความเป็นเขา จะสนองคืนเขาเข้าสักวัน ความเป็นเราก็เช่นกัน จำไว้,,,,,,,,,3,8
ผลจากการไม่นอน เสร็จไปสิ แฮ่ๆ https://t.co/5mxjGWX4Y2,,,,,,,,,3,1
สามแต้มจ๋า อย่าไปไหนนะจ๊ะ COME ON YOU SPURSSS!!! #COYS https://t.co/AKtYFo4wIS,,,,,,,,,3,7
แจกสบู่อีก 1ก้อน 🌕🐝สบู่น้ำผึ้งคอลลาเจน By.โซพิต้า แจกจริง ถ้าน้ำตาลเข้า Top3 สุ่มจากคนรีทวิต รีวนไปค่ะ แจกจริงสาบาน… https://t.co/5K5NE5Y2uX,,,,,,,,,3,7
@peterpeul พฤหัสมึงหยุดนี่ กูไปหาวันศุกร์ถูกแล้ว เวลามึงรอเรียนอะ,,,,,,,anticipation,,0,4
ไปอีฟแอนด์บอยเจออายไลน์เนอร์ฟาซิโอ้อะ แต่นั่นไม่ใช่ประเด็น นี่ถามพนักงานว่านี่มัสแกลเร่าะหรอคะ อีสัสสสคือกูพูด มัสแกเร่าะ ทำไมไงอีดัดจริต,,,,,,,,,3,4
รู้ตัวอีกทีก็รู้สึกไปแล้ว 😌,,sadness,,,,,anticipation,,2,2
เพจ 3k ปิดเพจไปเถอะ แม่งแทบไม่มีเด็กหงส์คุยกันละ มีแต่ทีมห่าไรไม่รู้มั่วไปหมด,,,,,,,anticipation,,0,4
สุดท้ายไอ่ช่วงที่ดีดีแม่งก็หายไปในพริบตาอยู่ดี,,,,,,,,,3,2
จะไปแลกเปลี่ยนไม่กลัวไรนะ กลัวลืมชื่อโฮส ชื่อเพื่อน 😭😭 กลัวมากแบบปกติอยู่นี่ก็กว่าจะจำชื่อครูชื่อเพื่อนได้ #นักเรียนแลกเปลี่ยน,,,,,,,,,3,4
ฉันจึงรอเธออยู่ ตรงที่ที่เธอเดินจาก,,,,,,,,,3,2
ฉันรู้ว่าใจเธอมีเเต่เขา #กูรู้มึงก็เป็น,,,fear,,,,,,0,8
"ม:พวกเราสองคนคบกันครับ (หันไปหาใช่มั้ยเตง)
บบ: ใช่ครับ 
//ยิ้มหวานน~// https://t.co/eFBBDRyIdI",,,,,,,anticipation,,0,1
ไม่ให้ไปหรอกม๊าจะหนีผมหรอครับ ใจร้ายจัง https://t.co/A9dAOLeAEn,,,,,,,,,3,2
@JZKPK_ น้องจีซทำอะไรอยู่เอ่ย นอนไปยังครับ?,,,,,,,,,3,7
"สวยมากน้ำตาล!!! 10 10 10 ไปเลย
#MissUniverse #Thailand 
😚 กราบแม่ https://t.co/fUkRFrX7Oz",,,,,,,anticipation,,1,
จิ้งจกไล่ไปนอนแล้ว นอนตรงนี้แม่งเลยแล้วกัน,,,,,,,anticipation,,0,4
ต้องขอบคุณเทอร์นะjoeyที่ทำให้รู้ว่าความรักที่เเท้จริงมันเป็นอย่างไร  ความรักไม่ใช่เรื่องเล่นๆสนุกๆเเต่มันคือการมองไปถึงอนาคตข้างหน้า,,,,,,,,,3,8
@colincreeveybth /กรอกตาไปมาด้วยความเบื่อหน่าย กริฟฟินดอร์เต็มไปหมดจนฉันจะเอียนแล้วเนี่ย,joy,,,,,,,,0,5
@NookVIP @AtthaphanP @xiseks ปะ ไปกัน55555,,,,,,,anticipation,,1,
@minneymeen เพื่อนสมัยไปเมกา5555,,,,,,,anticipation,,0,1
"1 Year Ago... ผ่านไปโคตรไว~

😎 😎 😎 😎

@AtthaphanP 

@amp_phuri 

@xiseks https://t.co/9risMHdDOF",,,,,,,,,3,7
@01Clx ไปเอาแอคหลุมมา,,,,,,,,,3,7
หืมเบรคแทบไม่ทัน เล่นเยอะไปดันรู้สึกเอง,,,,,,,,,3,4
"คนที่เรารัก
โกรธยังไง
ก็โกรธได้ไม่นาน",,,,,,,,,3,8
ยอมตามทวิตบัลลัคจนได้ บุคคลผู้ใส่สีแดงดำและแดงมาทั้งชีวิต จนกระทั่งมาใส่สีน้ำเงินกะเราและก็รู้ว่าสีน้ำเงินเก่งกว่าเสมอ 😄,,,,,,,,,3,1
เวลามีคนพูดใส่เราโดยไม่รู้ว่าคำพูดมันแรง หนังหีสัส  #อาตมามิจำเป็นต้องสนหีสนแตดใดๆ,,,,angry,,,,,1,
"ขอให้คุณและทุกคนที่อวยพร
ยังอยู่อวยพรให้เราในทุกๆปีแบบนี้ก็พอ .",,,,,,,,acceptance,0,1
คิดถึงว่าเค้าจะสนใจ แต่ไม่เลย เค้ากลับไม่สนใจในเราแล้ว มีแต่เราที่ยังคิดถึเค้าอยู่ฝ่ายเดียว โคตรเศร้าอ่ะ,,,,,,,,,3,2
เมื่อทางบริษัท จะให้เราถ่ายคลิป เพื่ออัพลงเพจของบริษัท #พิธีกรรายการโทรทัศน์ https://t.co/fxw37caBjM,,sadness,,,,,anticipation,,2,7
เราจะเขินทำไมเนี่ย ☺️☺️☺️ หวานเหลือเกินคู่นี้ มดขึ้นเต็มเวทีเเล้ว #อูฮยองคัพเพิล  #อูโน่ #pentagon… https://t.co/syScdYIzyG,,,,,,,,,3,1
162. เคยรักผชคนนึงมากๆ แล้วเขาก็รู้ดีว่าเรารักเขามากแค่ไหน แต่ตอนนั้นเขาชอบคนอื่นอยู่ แล้วก็เอาเรื่องคนที่ชอบมาปรึกษาเราตลอด เราก็ยอม งืม,,,,,,,anticipation,,0,2
@itgirlxsnaeun กว่าจะได้ร้องให้ฟังคงอีกนาน ดูสิเราไม่ได้คอลกันซ้ากที :-(,,,,,,,,,3,2
อยากคุยกะแกนะ แต่แกเหมือนไม่อยากคุยกะเราเลยอ่ะ,,,,,,,,acceptance,0,2
คนเราจะลืมเรื่องราวที่เคยเกิดขึ้นได้จริงๆหรอ #พี่เล็ก,,,,,,,,,3,2
"เราอาจไม่ได้รักกันขนาดนั้น
แค่ตอนมีกันมันปลอดภัย
แค่ดีกว่าไม่มีใคร
แค่นั้น.",,,,,,,anticipation,,0,8
@SiwaneeeM อันนี้ตัวเองไปซื้อเองหรือว่าพรีมาคะ,,,,,,,,,3,7
คันทั้งตัว คันไปหมด รำคานตัวเองละ,,,,,,,,,3,4
ไม่กล้าคบกับใครเพราะกลัวเค้าหายไปแต่ความรู้สึกกูยังเหมือนเดิม #เพ้อยามดึก #เศร้า,,,,,,,,,3,2
หัวพึ่งแล่นตอนตีสี่ค่าาาสังคมมมม อิแพรรรรร บ้าไปแล้ววว,,sadness,,,,,,,1,
ตอนนี้เค้าอายุเท่าพี่ตอนนั้นแล้วนะ แต่ถึงจะโตขึ้นยังไงก็คงเด็กไปสำหรับพี่อยู่ดีใช่ไหม #แอบชอบรุ่นพี่ #ทีมแอบชอบใจต้องแข็ง,,,fear,,,,,,0,8
"ป๋าฮันน 😆😆 คิดถึงงงงงง หน้าเด็กไปอีก 😳
#ฮันเกิง #hangeng https://t.co/FDsRntybz0",,sadness,,,,,,,0,1
"รีวิว #มฟล
มาเรียนกันเตอะๆ ไม่รู้จะไปในก็เที่ยวในมอนี้แหละดีดี๊ย์&gt;&lt;
@nunaeliza #ทีมแม่ฟ้าหลวง #ทีมมฟล https://t.co/bZtYwMPRPr",,,,,,,,,3,7
ใจอ่ะมันไปแล้วว เจ็บเนาะที่รู้สึกเต็ม100ไม่ได้ พี่ไม่น่ามีแฟนเลย #ทีมแอบชอบใจต้องแข็ง,,,,,,,,,3,2
เวลาพักมีน้อยนะว่ามั้ย เลยไม่อยากจะหมดไปกับการนอน ฮื่ออ,,,,,,,,,3,2
@tagxjohnny ไปครับนอนเร็วๆบ้าง5555555555555555555,,,,,,,,,3,1
เมื่อ อรฟ เข้ามา ปะป๊าก็ตามแก๊งเป่าเปาไปรับแขกอ่ะ 55555555555 #โบ๊ะบ๊ะแฟมิลี่ https://t.co/ubH6O3qAe6,,,,,,,,,3,1
อยากกลับไปใช้ชีวิตโดย ตื่นสิบโมง กินข้าว กวาดบ้าน แล้วก็นอนต่อ,,,,,,,,,3,7
"ความโดดเดี่ยว
อาจจะเกิดขึ้นเพราะ
คนๆเดียวหายไป",,,,,,,,,3,2
ยังคงรักเธอไม่เคยเปลี่ยนไป.,,,,,,,,,3,7
ไม่อยากหลับ กลัวตื่นแล้วไม่เจอเธออยู่ตรงนี้,,,,,,,,,3,7
@aRaz_ya แงงง อารยาาา ไหวไหมมมม ไปรพ.ไหมแกกก ดูอาการหนักก,,,,,,,,,3,7
"หากไม่อาจลงมา
จะปีนขึ้นไปบนฟ้า
ขอบันไดหน่อย",,,fear,,,,,,0,7
ไวจ์นัลดุมที่เราเคยเชียร์ว่าต้องดันไปบุกจากที่เคยเห็นเล่นให้นิวฯ แต่วันนี้ก็ไม่ได้อะไรแม้จะถูกดันไปบุก ก็ไม่ได้ช่วยอะไรเลย #LIVCHE,,,,,,,,,3,2
"มาจ้าา แจก โพลารอยด์ หนึ่งพัน ใบ
รีเท่านั้น ช่วยชาติช่วยน้ำตาล!!! 
หนึ่งคนเอาไปเลยนน!!
#MissUniverse #Thailand",,,,,,,anticipation,,1,
หนักไปหน่อย https://t.co/ZMr7dVIBH3,,,,,,,,,3,1
@AtthaphanP น่ารักมากม้ะ ลืมโปเกม่อนไปยัง,,,,,,,anticipation,,1,
เงินหายไปอีก2% อรืมอีสัส,,,,,,,,,3,4
"เวลาคิดมากชอบไปนั่งคนเดียวบนดาดฟ้า...เงียบสงบดี...แต่ลึกๆมันก็ยังฟุ้งซ่านนะ...
วนคิดแต่เรื่องเดิมๆ
คิดอยู่ว่าทำไมชีวิตมันมีทุกข์ขนาดนี้",,,,,,,anticipation,,0,2
โคตรมึนอะ สมองไปหมดละ 6โมงตื่นอาบน้ำตอนนี้ยังไม่นอนอะ 😂,,,,,,,,,3,2
@tachimukai_th ไม่ว่าคุณจะพูดยังไง หรือทำอะไรผมแค่ไหน ผมก็จะยอมเป็นของคุณตลอดไป &gt;///&lt; (อ๊ะ!..เผลอพูดออกไปซะแล้วสิ),,,,,,,,,3,1
ฝืนตาขึ้นมาดูจริงๆ ครึ่งหลังตีเสมอไม่ได้จะไปเผาแอนฟิลด์,,,,,,,,,3,4
ปัญหาคือเราเล่าไม่ค่อยน่ากลัวนี่แหละ..แต่ตรงนั้นมันหลอนจริง ๆ นะ 😂 เป็นถนนสายตรง ๆ ยาว ๆ ไม่มีโค้งมีแยกอะไรทั้งนั้น https://t.co/FtfHSBCq05,,,,,,,anticipation,acceptance,2,3
@luvvluhann เรากลัวเราเกรงใจ,,,,,,,,,3,3
@jackie14AP พี่แจ๊คกี้ครับ ลูกยิงของหลุยส์ กรรมการเป่ายังครับ หรือถือเปนการฉวยจังหวะเล่นเร็ว. เหมือนเรายังดูเผลอๆอยู่. อันนี้ถูกกติดาไหมคับ,,,fear,,,,,,1,
@bood_bot ขอโทษนะ....เรารู้สึกแปลกๆน่ะ....,,,fear,,,,,,1,
เหมือนช่วงนี้จะมีเรื่องให้คิดก่อนนอนเสมอๆ จนทำให้นอนไปสักพักตื่นมาเวลาประมาณนี้แล้วไม่สามารถนอนต่อได้ นี่เรากำลังทำสิ่งที่ถูกต้องอยู่จริงหรอ,,,,,,,anticipation,,0,2
ต่างคนต่างก็มีทุกข์ไปคนล่ะแบบ  แต่เราทำไมๆๆ มันมีหลายแบบจังนะ...พูดไปงั้นแหล่ะจร้า! ยังไงใจก็สู้ๆๆ คือเก่า https://t.co/HVFsNMHapt,,,,,,,anticipation,,1,
เราว่าก่อนจะเอาชื่อไหนมาใช้ น่าจะหาข้อมูลก่อนนิดนึงว่ามันซ้ำไหม เพราะจะได้ไม่มีปัญหาภายหลัง ไม่อยากให้มาทะเลาะกันเลย #Universe,,,,,,,anticipation,,1,
มันยากเหลือเกินที่เราจะล่วงรู้สิ่งที่อยู่ในใจของใครอีกคน,,,,,,,,,3,2
@RegulusBlackth ฉันแค่อยากจะเล่นกับเธอก็แค่นั้น /ถอนหายใจนิดๆ,,,,,,,,,3,8
ป๊อกกี้ แค้นมาก การขูดช็อกโกแลตเคลือบมันยากนะ เธอหักแบบนี้ไม่ได้ https://t.co/0jbtfrDYsO,,,,,,,anticipation,,0,4
เจ้าดอกไม้ตอนนี้เธอไปอยู่ไหน 🌷❄️🎼 https://t.co/TUM6jaIGjC,,,,,,,,,3,7
"ให้เขารักเธอซักครึ่งนึง
อย่างที่ฉันรัก",,,,angry,,,,,0,2
@the96TEN___ นี่พักไม่ตอบไม่ได้เลยครับ งงตลอด ไม่ตอบวันเดียว เหมือนหายไปเป็นอาทิตย์,,,,,,,,,3,6
@pknmn_ ขาดทุนไป6%ละโว้ย อีห่า,,,,,,,,,3,4
ในความสัมพันธ์ที่มีแค่คนใดคนหนึ่งยังไม่ไปไหน เวลาทวนเข็มนาฬิกาวนซ้ำๆ,,,,,,,,,3,2
"โลกเหวี่ยงเขามา 
แล้วก็เหวี่ยงเขาไปเรียบร้อย",,,,,,,,,3,4
@DJFucthong_Bot //ยื่นมือไปช่วยลูบ~♪,,,,,,,,,3,7
ช่วงนี้รู้สึกคิดถึงทิล ._.)  มูร้างไปแหล่ว เสียดายที่ไม่ได้เล่นจนตาย--- /เป็นคาร์ที่ขี้เก๊กแต่กากกอย กุวาดเขาโดนทำ… https://t.co/VhzjLVPdcj,,,,,,,,,3,7
จังหวะมันได้...เค้าควรไปรู้จักกันเหอะ https://t.co/RxSe0bM72i,,,,,,,,,3,1
จะไปไหนก็ไปไอสัส https://t.co/1FQOI2G73b,,,,,,,,,3,4
@KNUCKKNICK2 ไม่ไปเรียน!!,,,,,,,,,3,4
คนดูหายไปไหนหมด มี2คน55555555555555555555,,,,,,,,,3,1
@goenji_th ไปแช่น้ำร้อนกับมิโดริคาว่าก่อนนะครับ ฮุฮุ,,,,,,,,,3,1
